Desc_Resp_Cerrada,MARITAL_STATUS_CODE,EDAD,MODELO_ATENCION,FRECUENCIA_ENCUESTAS,VISITAS_CAJA,ESPERA_SEQ1
10,C,59,PREMIUM,1,1,0.35
8,S,44,NORMAL,1,2,
10,S,41,PREMIUM,3,1,2.26
10,S,49,PREMIUM,1,2,5.93
10,S,56,RENTA_MASIVA,1,2,
10,S,39,PREMIUM,2,1,
9,S,31,NORMAL,1,1,14.93
4,S,29,JOVENES,1,1,26.55
10,S,37,PREMIUM,1,1,8.91
1,S,24,JOVENES,1,1,31.45
10,S,37,PREMIUM,1,1,0.03
10,S,53,PREMIUM,3,1,33.33
8,S,35,NORMAL,1,2,15.9
10,C,65,PREMIUM,1,2,4.7
10,S,38,EMPRESAS,2,3,
9,S,34,PREMIUM,3,4,
7,S,29,EMPRESAS,2,3,18.88
10,S,33,RENTA_MASIVA,1,1,13.13
10,S,32,NORMAL,1,1,3.68
10,S,33,EMPRESAS,1,4,0.75
7,S,29,RENTA_MASIVA,1,2,2.58
7,S,41,RENTA_MASIVA,1,1,35.5
5,S,31,RENTA_MASIVA,1,1,16.03
10,S,40,RENTA_MASIVA,1,1,6.61
10,S,34,RENTA_MASIVA,2,1,17.6
9,S,48,NORMAL,1,1,25.41
7,C,48,RENTA_MASIVA,1,1,48.43
10,S,31,RENTA_MASIVA,1,1,26.38
9,S,44,NORMAL,1,1,17.15
10,S,32,EMPRESAS,2,2,5.2
8,S,38,RENTA_MASIVA,1,1,5.8
10,S,40,PREMIUM,2,1,
2,S,38,PREMIUM,1,4,10.98
10,C,54,PREMIUM,3,2,9.5
10,C,40,PREMIUM,3,2,3.71
10,S,30,EMPRESAS,4,5,4.31
9,S,37,RENTA_MASIVA,1,1,13.75
6,S,35,NORMAL,1,1,1.48
10,C,45,PREMIUM,1,2,1.53
8,S,33,EMPRESAS,1,1,6.16
10,C,57,RENTA_MASIVA,1,2,38.66
10,S,28,JOVENES,1,1,35.71
6,C,73,RENTA_MASIVA,1,1,25.75
8,S,43,PREMIUM,1,2,6.61
1,S,64,RENTA_MASIVA,1,1,
4,S,46,NORMAL,1,1,39.13
10,S,31,RENTA_MASIVA,1,1,8.88
10,C,56,RENTA_MASIVA,1,1,
8,S,37,RENTA_MASIVA,1,1,18.6
10,S,56,NORMAL,1,1,9.61
10,C,69,PREMIUM,1,1,
7,S,36,RENTA_MASIVA,1,1,
10,S,30,RENTA_MASIVA,1,1,12.81
1,S,36,RENTA_MASIVA,1,1,23.3
5,S,23,RENTA_MASIVA,1,1,41.51
10,S,35,NORMAL,1,1,3.55
10,S,28,NORMAL,1,2,10.85
8,S,35,RENTA_MASIVA,1,2,27.6
4,S,26,NORMAL,1,1,
8,S,35,RENTA_MASIVA,1,1,3.96
10,S,32,RENTA_MASIVA,1,4,31.46
4,S,34,RENTA_MASIVA,1,1,26.78
10,C,72,NORMAL,1,1,
5,S,31,NORMAL,1,2,9.21
10,S,28,RENTA_MASIVA,1,2,12.76
1,S,56,RENTA_MASIVA,1,1,
10,C,70,RENTA_MASIVA,1,2,6.93
9,C,60,EMPRESAS,1,2,10.61
8,S,38,RENTA_MASIVA,1,1,13.11
10,S,50,PREMIUM,1,1,5.63
1,C,74,RENTA_MASIVA,1,1,103.08
8,S,34,NORMAL,1,1,
9,S,67,RENTA_MASIVA,1,1,32.13
10,S,26,PREMIUM,2,8,9.81
9,C,59,PREMIUM,2,3,1.88
10,S,22,RENTA_MASIVA,1,1,
10,S,52,PREMIUM,2,4,8.38
10,S,37,PREMIUM,1,1,
10,C,41,EMPRESAS,4,1,1.7
8,S,29,EMPRESAS,1,1,4.2
5,S,66,EMPRESAS,3,2,9.66
10,S,41,PREMIUM,1,2,4.78
8,S,43,NORMAL,1,2,9.4
10,S,57,PREMIUM,1,1,
9,S,45,RENTA_MASIVA,1,2,39.21
8,C,55,RENTA_MASIVA,1,1,10.78
9,S,35,RENTA_MASIVA,1,1,
9,S,36,RENTA_MASIVA,1,1,
9,S,29,PREMIUM,2,1,5.4
9,S,32,PREMIUM,1,1,
7,S,38,NORMAL,1,2,29.71
10,C,62,EMPRESAS,2,6,30.8
10,S,50,NORMAL,1,1,21.95
2,S,30,RENTA_MASIVA,1,1,72.85
8,D,42,PREMIUM,4,1,
10,S,27,RENTA_MASIVA,1,1,7.7
10,C,68,NORMAL,1,1,22.88
9,S,24,PREMIUM,1,1,
9,S,67,PREMIUM,4,2,6.55
10,S,32,RENTA_MASIVA,2,1,33.9
10,C,58,PREMIUM,2,2,9.43
9,S,41,PREMIUM,4,2,2.83
5,C,76,RENTA_MASIVA,1,1,2.31
2,S,41,RENTA_MASIVA,1,3,61.53
9,C,50,EMPRESAS,1,2,3.4
10,C,58,PREMIUM,6,1,6.1
5,C,52,NORMAL,1,1,11.16
10,C,50,NORMAL,1,1,21.08
10,S,61,RENTA_MASIVA,1,1,22.01
8,C,50,RENTA_MASIVA,1,2,16.46
7,C,63,PREMIUM,4,3,
9,C,67,RENTA_MASIVA,2,2,55.96
10,S,32,RENTA_MASIVA,1,1,7.15
9,C,76,PREMIUM,3,4,3.5
8,S,64,RENTA_MASIVA,1,1,8.65
9,C,66,PREMIUM,3,1,12.81
10,C,44,PREMIUM,1,1,14.66
10,C,62,PREMIUM,5,2,5.71
5,C,55,NORMAL,2,1,20.93
9,C,72,NORMAL,1,2,9.05
5,C,72,NORMAL,2,1,38.66
8,C,47,PREMIUM,1,1,11.58
10,S,60,NORMAL,1,2,18.95
10,S,81,PREMIUM,4,4,1.76
2,S,36,NORMAL,1,2,19.91
10,C,77,PREMIUM,2,1,14.35
6,S,36,NORMAL,2,2,
6,C,62,NORMAL,1,1,18.93
4,C,65,PREMIUM,4,1,
10,S,48,NORMAL,1,1,1.21
9,S,57,NORMAL,1,1,20.7
8,S,46,RENTA_MASIVA,1,1,11.81
10,C,59,RENTA_MASIVA,1,1,
8,S,43,NORMAL,1,1,15.18
10,C,68,PREMIUM,1,1,7.93
1,S,36,PREMIUM,1,3,5.58
9,C,58,PREMIUM,2,1,6.68
10,S,49,RENTA_MASIVA,1,3,3.66
10,C,46,PREMIUM,2,5,4.98
10,C,46,PREMIUM,2,4,15.9
1,C,75,NORMAL,1,2,20.36
7,S,65,RENTA_MASIVA,2,1,5.61
10,C,65,PREMIUM,1,4,3.66
10,S,66,RENTA_MASIVA,1,1,41.8
10,S,60,EMPRESAS,3,1,20.31
9,C,59,PREMIUM,2,4,40.98
8,C,52,NORMAL,1,1,20.68
8,C,62,PREMIUM,4,4,14.1
8,S,36,PREMIUM,3,3,3.3
10,S,66,PREMIUM,4,2,16.7
3,S,53,NORMAL,1,1,33.35
5,C,56,NORMAL,1,1,9.56
8,C,55,EMPRESAS,2,1,
3,S,55,RENTA_MASIVA,1,1,26.78
1,C,58,NORMAL,1,3,29.46
10,C,74,PREMIUM,1,4,
8,S,38,NORMAL,1,1,10.43
10,C,72,PREMIUM,3,1,26.25
9,S,70,RENTA_MASIVA,1,1,
9,S,69,PREMIUM,2,1,
10,S,46,PREMIUM,3,2,7.13
8,S,35,PREMIUM,3,1,
8,S,67,PREMIUM,3,2,0.33
10,S,33,PREMIUM,1,1,5
8,S,78,RENTA_MASIVA,1,1,4.65
8,S,28,JOVENES,1,1,39.46
10,C,59,PREMIUM,7,5,
4,S,29,NORMAL,1,1,
10,D,76,PREMIUM,6,6,48.56
10,V,61,PREMIUM,7,2,
8,S,60,RENTA_MASIVA,1,1,24.93
10,C,66,PREMIUM,2,3,2.63
10,C,58,PREMIUM,2,1,0.6
9,C,57,PREMIUM,2,1,
8,C,60,PREMIUM,5,11,6.51
10,S,30,PREMIUM,1,1,10.23
1,C,71,EMPRESAS,1,2,8.53
9,S,54,NORMAL,1,1,
9,C,75,PREMIUM,3,2,
7,C,53,PREMIUM,1,1,18.46
10,C,50,PREMIUM,2,4,5.26
7,C,73,RENTA_MASIVA,1,1,25.88
10,S,43,PREMIUM,1,2,5.61
10,C,63,PREMIUM,3,1,7.56
8,C,43,NORMAL,3,2,24.8
10,S,36,PREMIUM,2,1,9.05
10,S,64,PREMIUM,2,1,
8,S,34,RENTA_MASIVA,1,1,10.86
10,C,74,PREMIUM,2,1,
1,S,34,RENTA_MASIVA,1,1,58.01
10,C,53,PREMIUM,2,12,1.28
10,S,30,RENTA_MASIVA,1,2,19.08
8,C,58,PREMIUM,1,1,2.56
9,S,30,RENTA_MASIVA,2,1,12.63
10,C,59,PREMIUM,2,1,14.2
8,S,33,PREMIUM,1,3,5.05
10,C,62,PREMIUM,4,5,
10,S,41,PREMIUM,1,2,2.38
5,S,73,EMPRESAS,2,2,1.66
5,S,39,PREMIUM,1,1,
3,S,48,RENTA_MASIVA,1,1,
10,C,37,PREMIUM,2,4,
9,C,71,PREMIUM,4,1,16.2
2,S,32,NORMAL,1,2,1.15
10,V,75,PREMIUM,6,1,
8,C,50,RENTA_MASIVA,1,1,21.9
8,C,51,RENTA_MASIVA,1,1,
10,C,66,PREMIUM,1,16,2.75
10,C,62,EMPRESAS,1,1,23.2
10,C,61,PREMIUM,6,2,9.93
10,S,28,NORMAL,1,1,2.61
10,C,63,PREMIUM,1,1,3.73
8,S,44,RENTA_MASIVA,2,2,18.91
10,C,56,PREMIUM,2,1,13.21
8,S,31,NORMAL,1,2,9.26
7,V,67,RENTA_MASIVA,1,1,3.93
6,S,57,EMPRESAS,2,2,4.7
9,S,34,NORMAL,1,1,11.6
5,D,66,RENTA_MASIVA,2,1,2.83
10,S,50,RENTA_MASIVA,1,1,88.01
9,C,65,PREMIUM,4,4,6.41
7,S,53,RENTA_MASIVA,2,1,8.61
7,S,47,NORMAL,1,2,
10,C,61,NORMAL,1,1,2.91
9,S,35,NORMAL,1,2,6.26
10,C,54,PREMIUM,4,3,4.55
10,S,35,NORMAL,1,1,
10,C,52,RENTA_MASIVA,1,1,23.76
9,S,44,RENTA_MASIVA,1,1,
9,S,55,RENTA_MASIVA,2,1,17.43
10,S,40,RENTA_MASIVA,1,1,11.05
8,C,58,PREMIUM,4,1,4.18
10,S,34,RENTA_MASIVA,1,1,2.2
3,S,46,RENTA_MASIVA,1,1,26.65
2,S,30,NORMAL,1,2,15.13
10,S,73,PREMIUM,2,1,23.38
10,S,38,NORMAL,1,2,19.95
10,C,55,NORMAL,1,1,11.05
8,D,72,PREMIUM,5,2,
10,S,35,PREMIUM,1,1,7.06
10,C,59,PREMIUM,7,2,6.15
5,S,38,RENTA_MASIVA,2,1,22.35
10,S,39,PREMIUM,4,1,5.86
10,S,27,RENTA_MASIVA,1,1,25.3
10,S,36,NORMAL,1,1,2.15
10,S,47,PREMIUM,3,6,9.58
3,S,47,RENTA_MASIVA,1,1,
10,S,53,NORMAL,2,1,17.88
10,C,46,EMPRESAS,2,1,
5,S,28,NORMAL,1,1,15.91
10,C,57,RENTA_MASIVA,1,1,2.78
1,S,33,PREMIUM,1,1,14.86
10,S,36,RENTA_MASIVA,1,1,73.73
7,S,29,RENTA_MASIVA,1,1,
4,C,44,PREMIUM,1,1,9.7
5,S,52,RENTA_MASIVA,1,1,30.13
3,S,30,NORMAL,1,2,6.91
8,S,79,PREMIUM,6,1,5.55
2,S,70,PREMIUM,2,1,8.4
10,V,76,PREMIUM,1,1,1.98
8,C,65,PREMIUM,1,1,15.03
10,C,62,PREMIUM,5,1,3.48
10,D,68,PREMIUM,4,1,0.2
8,S,46,PREMIUM,1,1,
10,S,82,PREMIUM,3,1,8.36
9,C,75,PREMIUM,1,1,26.55
10,S,72,RENTA_MASIVA,1,1,7.3
8,C,49,PREMIUM,3,1,1.38
10,C,49,PREMIUM,4,1,
10,C,56,RENTA_MASIVA,2,1,3.65
10,C,53,PREMIUM,2,1,1.55
10,V,65,PREMIUM,2,1,2.35
9,S,69,PREMIUM,4,1,20.96
8,S,45,PREMIUM,6,1,2.6
10,C,60,PREMIUM,5,1,17.25
10,C,70,PREMIUM,3,1,5.86
9,D,65,PREMIUM,10,1,8.73
10,C,59,NORMAL,2,1,0.78
10,C,54,PREMIUM,2,1,5.63
8,C,59,PREMIUM,1,1,
5,C,76,PREMIUM,5,1,5.46
10,C,56,PREMIUM,5,1,
10,S,63,PREMIUM,2,1,4.93
10,C,64,PREMIUM,1,1,
10,S,53,PREMIUM,3,1,4.46
9,C,67,PREMIUM,7,1,9.11
10,S,75,EMPRESAS,1,1,3.45
10,D,72,PREMIUM,1,1,
10,D,72,PREMIUM,2,1,
8,C,78,EMPRESAS,2,1,14.01
10,C,64,PREMIUM,2,1,10.63
10,C,67,PREMIUM,3,1,7.21
9,S,71,PREMIUM,4,1,5.4
9,S,71,PREMIUM,6,1,0.2
10,C,77,PREMIUM,4,1,
10,C,59,PREMIUM,2,1,
8,S,41,PREMIUM,3,5,
10,C,69,PREMIUM,3,1,35.36
3,S,34,NORMAL,1,5,3.35
8,C,57,PREMIUM,3,1,4.15
10,C,50,PREMIUM,2,2,6.9
9,C,58,PREMIUM,1,1,13.98
10,S,44,EMPRESAS,2,4,1.73
10,C,59,RENTA_MASIVA,1,1,22.58
1,C,53,EMPRESAS,2,5,0.86
10,D,79,RENTA_MASIVA,1,1,57.63
10,S,54,EMPRESAS,3,2,6.31
7,D,68,PREMIUM,2,1,0.63
10,C,34,EMPRESAS,1,4,17.63
8,C,74,EMPRESAS,1,1,2.63
10,S,44,PREMIUM,1,4,13.76
10,S,64,PREMIUM,2,1,
8,C,77,EMPRESAS,1,2,6.08
10,C,70,PREMIUM,5,1,3.66
8,S,64,RENTA_MASIVA,2,3,
8,C,62,PREMIUM,3,1,0.36
10,S,46,NORMAL,1,2,5.66
10,C,61,PREMIUM,4,1,4.41
10,C,38,PREMIUM,5,3,9.36
5,C,66,PREMIUM,2,1,1.86
9,S,61,NORMAL,2,3,
7,C,66,PREMIUM,4,1,2.91
7,S,38,PREMIUM,5,2,2.16
8,C,67,PREMIUM,2,1,
10,C,48,PREMIUM,3,3,1.31
9,D,56,PREMIUM,4,1,
9,S,33,PREMIUM,2,3,2.73
10,S,53,PREMIUM,2,1,6.51
8,S,42,EMPRESAS,1,2,6.88
6,S,58,EMPRESAS,1,1,
10,S,33,PREMIUM,1,2,27.58
10,S,71,PREMIUM,4,1,1.46
10,S,64,PREMIUM,4,3,0.36
10,V,62,PREMIUM,4,1,30.56
10,C,61,PREMIUM,4,2,2.48
10,S,62,PREMIUM,2,1,7.76
5,S,55,EMPRESAS,1,1,59.95
9,C,50,PREMIUM,3,2,3.45
10,S,75,PREMIUM,1,1,21.36
8,S,38,PREMIUM,1,3,
9,S,69,PREMIUM,3,1,2.05
9,C,35,NORMAL,1,2,32.43
10,C,77,PREMIUM,4,1,
10,C,61,PREMIUM,3,3,9.03
8,C,55,NORMAL,1,1,
6,S,49,RENTA_MASIVA,1,2,2.35
8,S,67,PREMIUM,3,1,1.31
8,S,44,RENTA_MASIVA,1,2,17.08
10,D,65,PREMIUM,4,1,3.75
10,S,38,PREMIUM,1,2,6.9
9,S,35,RENTA_MASIVA,1,2,2.63
8,C,57,PREMIUM,2,1,3.58
1,C,45,PREMIUM,1,2,
8,C,52,PREMIUM,1,1,4.36
10,C,56,RENTA_MASIVA,2,2,8.43
10,C,70,PREMIUM,2,1,3.33
1,S,30,PREMIUM,2,3,17.48
9,C,72,PREMIUM,2,1,
9,S,41,PREMIUM,2,2,8.28
5,C,61,PREMIUM,3,1,2.63
8,C,40,PREMIUM,5,4,3.26
10,C,67,PREMIUM,4,1,5.2
10,S,43,EMPRESAS,2,7,9.46
8,C,73,EMPRESAS,1,2,3.13
8,S,46,PREMIUM,1,1,14.13
7,C,56,PREMIUM,2,1,3.48
5,S,32,RENTA_MASIVA,1,2,91.48
10,C,71,PREMIUM,7,1,
10,S,37,EMPRESAS,1,4,1.95
10,C,63,PREMIUM,5,1,16.68
10,C,59,PREMIUM,4,3,3.85
5,D,76,PREMIUM,2,1,18.28
10,C,69,PREMIUM,2,3,1.4
9,S,33,RENTA_MASIVA,1,4,
10,C,64,RENTA_MASIVA,2,1,66.66
10,S,32,RENTA_MASIVA,1,4,1.96
10,S,88,PREMIUM,1,1,14.3
10,S,59,NORMAL,1,4,4.55
6,C,65,PREMIUM,1,1,8.06
5,S,60,RENTA_MASIVA,1,2,7.51
10,S,68,NORMAL,1,1,3.5
8,S,45,EMPRESAS,2,2,3.6
7,S,58,EMPRESAS,1,1,5.01
10,S,58,EMPRESAS,2,1,10.61
10,C,56,PREMIUM,2,3,5.8
5,S,37,RENTA_MASIVA,1,3,119.95
10,C,71,PREMIUM,1,1,3.48
10,S,46,PREMIUM,1,4,8.96
9,S,33,EMPRESAS,2,4,15
9,S,68,PREMIUM,2,1,26.78
7,C,59,PREMIUM,4,1,2.6
10,S,40,PREMIUM,3,5,10.83
10,C,71,PREMIUM,2,1,3.76
10,C,74,PREMIUM,3,1,7.65
2,S,27,JOVENES,1,4,49.05
8,C,45,PREMIUM,3,1,67.38
5,C,52,RENTA_MASIVA,1,1,10.13
7,S,31,RENTA_MASIVA,2,2,25.81
9,S,58,PREMIUM,6,1,4.2
10,C,37,PREMIUM,1,1,33.83
9,S,32,PREMIUM,2,5,
9,C,64,PREMIUM,3,1,0.91
1,S,31,RENTA_MASIVA,1,1,26.48
10,S,30,EMPRESAS,1,4,1.98
9,S,48,PREMIUM,1,1,1.28
5,S,33,NORMAL,1,1,2.56
10,S,34,PREMIUM,1,3,8.05
10,S,50,PREMIUM,3,1,15.9
10,C,66,EMPRESAS,1,2,139.36
10,S,60,RENTA_MASIVA,1,1,0.5
9,S,51,NORMAL,1,1,9.81
10,C,54,PREMIUM,2,3,2.26
10,C,62,PREMIUM,2,1,33.48
7,S,34,RENTA_MASIVA,1,1,17.21
9,C,52,PREMIUM,4,6,18.56
8,C,47,PREMIUM,1,1,57.51
10,C,47,EMPRESAS,1,1,3.35
10,C,53,PREMIUM,3,3,22.76
1,S,68,PREMIUM,2,1,
6,S,49,RENTA_MASIVA,1,1,17.25
9,S,77,RENTA_MASIVA,1,1,16.61
10,S,31,PREMIUM,5,2,4.06
10,V,76,PREMIUM,5,1,3.21
9,S,30,PREMIUM,2,3,
10,C,72,RENTA_MASIVA,2,1,0.98
10,S,32,NORMAL,1,2,
10,S,39,NORMAL,1,1,0.76
10,S,27,PREMIUM,2,3,3.08
9,S,31,NORMAL,1,1,1.11
6,S,46,PREMIUM,2,1,22.43
10,S,67,RENTA_MASIVA,1,1,41.46
10,C,65,PREMIUM,4,1,10.15
10,S,53,EMPRESAS,2,2,11.31
10,D,66,PREMIUM,1,1,
3,S,69,PREMIUM,1,1,0.11
10,S,54,RENTA_MASIVA,1,2,45.43
10,C,61,PREMIUM,1,1,15.1
8,V,78,EMPRESAS,1,1,6.15
10,S,41,PREMIUM,2,6,3.15
10,S,41,NORMAL,1,1,
5,C,61,PREMIUM,2,1,5.8
5,S,38,RENTA_MASIVA,1,1,1.48
8,S,57,PREMIUM,2,1,8.13
10,C,52,EMPRESAS,2,4,6.06
10,S,59,RENTA_MASIVA,1,1,3.41
9,S,57,PREMIUM,3,1,2.63
10,S,30,EMPRESAS,1,2,40.2
10,C,71,PREMIUM,1,1,2.11
8,S,45,EMPRESAS,1,1,16.58
5,S,31,NORMAL,1,5,25.41
7,S,45,RENTA_MASIVA,2,1,2.75
8,S,51,NORMAL,1,1,
7,C,67,PREMIUM,1,4,1.63
8,S,45,RENTA_MASIVA,3,1,0.86
9,S,40,PREMIUM,1,1,
10,S,75,RENTA_MASIVA,2,3,6.73
10,D,68,PREMIUM,2,1,
2,C,52,NORMAL,1,1,29.86
10,V,85,PREMIUM,2,1,
10,S,41,PREMIUM,2,2,1.76
9,S,38,RENTA_MASIVA,1,1,
10,S,69,PREMIUM,1,1,5.6
10,S,28,PREMIUM,1,4,5.58
10,C,66,RENTA_MASIVA,1,1,21.6
10,C,56,RENTA_MASIVA,1,1,7.3
8,D,66,EMPRESAS,1,1,0.15
10,V,56,EMPRESAS,1,2,5.4
1,S,41,RENTA_MASIVA,1,1,
10,C,64,PREMIUM,2,1,3.73
5,S,29,NORMAL,1,2,7.9
8,S,54,NORMAL,1,1,8.88
10,S,62,RENTA_MASIVA,1,19,8.46
7,S,31,NORMAL,2,1,4.28
10,V,91,PREMIUM,4,1,
10,S,30,NORMAL,1,3,
8,S,64,NORMAL,1,1,
8,C,62,EMPRESAS,1,1,12.71
10,S,41,EMPRESAS,1,2,4.15
10,S,30,RENTA_MASIVA,1,1,26.9
10,C,81,PREMIUM,5,1,2.31
7,C,35,EMPRESAS,1,2,24.13
10,C,73,PREMIUM,2,1,0.58
10,S,52,NORMAL,1,1,0.33
10,S,34,EMPRESAS,1,4,9.91
10,S,52,NORMAL,2,1,3.58
10,S,37,RENTA_MASIVA,1,2,5.41
10,V,69,PREMIUM,2,1,10.76
10,S,41,PREMIUM,2,2,3.91
7,C,71,PREMIUM,2,1,2.05
10,S,30,NORMAL,1,1,16.68
1,S,29,RENTA_MASIVA,2,2,0.41
8,C,61,PREMIUM,2,1,0.41
8,C,55,EMPRESAS,1,1,
10,V,64,PREMIUM,2,1,9.41
5,S,41,RENTA_MASIVA,1,1,34.18
7,S,35,RENTA_MASIVA,1,2,8.81
4,C,58,RENTA_MASIVA,1,1,38.45
10,S,47,RENTA_MASIVA,1,1,9.3
10,S,38,EMPRESAS,1,3,
8,C,65,PREMIUM,2,1,
8,S,57,PREMIUM,1,1,
10,C,79,RENTA_MASIVA,2,1,4.43
8,S,52,NORMAL,2,1,62.68
8,C,60,PREMIUM,5,1,4.43
10,S,48,PREMIUM,1,2,3.01
8,C,61,NORMAL,1,1,19.48
10,C,58,PREMIUM,1,5,
10,C,47,NORMAL,1,1,2.25
10,S,36,RENTA_MASIVA,1,20,5.83
10,S,45,RENTA_MASIVA,1,1,11.96
10,S,49,EMPRESAS,1,9,0.61
9,S,63,PREMIUM,4,1,5.38
10,S,64,RENTA_MASIVA,1,1,39.58
10,S,27,NORMAL,1,2,4.86
10,C,50,PREMIUM,2,1,
10,S,55,RENTA_MASIVA,1,1,
10,V,73,PREMIUM,2,2,8.56
10,S,67,PREMIUM,1,1,9
10,S,35,PREMIUM,2,3,
8,S,37,RENTA_MASIVA,1,1,23.05
10,S,52,RENTA_MASIVA,1,1,9.3
10,C,75,PREMIUM,4,1,
10,S,29,EMPRESAS,2,4,16.55
7,V,68,EMPRESAS,1,1,
10,S,59,RENTA_MASIVA,1,1,
10,C,61,NORMAL,2,1,9.86
2,S,29,PREMIUM,1,2,5.96
10,S,47,EMPRESAS,2,2,1.33
9,S,53,PREMIUM,1,1,4.21
10,S,52,PREMIUM,2,1,16.95
9,V,26,EMPRESAS,2,2,5.38
10,C,46,PREMIUM,2,1,5.3
7,S,64,PREMIUM,2,1,30.58
3,S,43,RENTA_MASIVA,1,1,
5,S,64,PREMIUM,4,1,2.4
8,S,59,EMPRESAS,1,9,3.85
9,S,75,RENTA_MASIVA,1,1,11.63
4,S,25,RENTA_MASIVA,1,2,20.35
10,S,50,NORMAL,1,1,11.9
9,C,61,PREMIUM,2,1,3.55
10,S,47,PREMIUM,1,6,
10,S,30,NORMAL,1,1,6.7
10,C,75,PREMIUM,1,1,4.28
8,S,46,RENTA_MASIVA,1,2,14.41
10,S,48,RENTA_MASIVA,1,1,1.05
9,S,61,NORMAL,2,1,
8,S,34,RENTA_MASIVA,1,1,17.43
10,C,60,PREMIUM,3,1,
10,S,40,RENTA_MASIVA,1,5,13.05
10,S,32,RENTA_MASIVA,1,1,6.6
10,C,64,PREMIUM,3,1,0.1
8,S,41,NORMAL,2,1,2.56
8,S,69,PREMIUM,2,1,
8,S,34,RENTA_MASIVA,1,2,2.03
8,C,39,PREMIUM,3,1,6.46
10,V,60,PREMIUM,9,1,2.95
6,S,40,NORMAL,1,1,
10,C,81,PREMIUM,2,1,3.46
6,S,36,RENTA_MASIVA,1,2,26.63
8,C,81,PREMIUM,3,1,3.46
10,C,64,EMPRESAS,2,2,4.38
1,C,57,PREMIUM,2,1,
8,S,67,RENTA_MASIVA,3,1,11.26
10,C,58,RENTA_MASIVA,1,2,
10,C,79,RENTA_MASIVA,1,1,
10,S,73,RENTA_MASIVA,1,1,5.9
9,S,26,RENTA_MASIVA,1,2,
7,V,69,PREMIUM,3,1,9
10,S,35,NORMAL,1,2,1.25
10,C,63,PREMIUM,3,1,13.93
10,S,42,RENTA_MASIVA,1,1,
6,C,54,PREMIUM,4,1,14.05
8,C,57,PREMIUM,4,1,4.6
8,C,63,EMPRESAS,1,3,0.4
9,C,56,PREMIUM,5,1,15.35
10,S,43,NORMAL,1,1,14.73
9,S,57,PREMIUM,3,2,5.63
9,C,69,PREMIUM,2,1,10.31
10,S,45,RENTA_MASIVA,1,1,14.06
7,C,69,PREMIUM,1,1,27.45
9,C,73,RENTA_MASIVA,1,1,
10,C,60,PREMIUM,2,4,1.38
7,S,57,RENTA_MASIVA,1,1,7.75
5,C,53,PREMIUM,3,1,8.5
10,S,57,PREMIUM,3,3,1.96
5,C,55,RENTA_MASIVA,1,1,20.4
8,S,45,RENTA_MASIVA,2,1,4.96
1,C,61,EMPRESAS,2,2,7.55
9,S,52,RENTA_MASIVA,1,1,4.16
5,S,48,PREMIUM,3,1,4.3
9,C,50,PREMIUM,2,2,5.66
10,C,54,RENTA_MASIVA,1,1,
8,S,54,PREMIUM,2,1,4.61
7,S,40,RENTA_MASIVA,1,1,
8,S,55,RENTA_MASIVA,1,1,4.81
10,C,76,PREMIUM,4,3,
7,S,44,RENTA_MASIVA,1,1,42.43
10,S,45,EMPRESAS,2,1,0.85
10,C,57,PREMIUM,2,31,5.18
9,S,71,RENTA_MASIVA,1,1,1.75
9,C,62,PREMIUM,5,2,3.51
10,S,42,PREMIUM,3,1,2.23
10,C,65,PREMIUM,4,2,1.03
10,S,66,RENTA_MASIVA,1,1,11.11
10,C,64,PREMIUM,3,2,2.6
10,S,65,NORMAL,2,1,9.11
10,C,43,PREMIUM,2,1,1.1
8,D,60,PREMIUM,5,2,112.23
5,C,58,NORMAL,2,1,46.61
9,C,49,PREMIUM,3,1,10.38
10,C,61,PREMIUM,3,3,
7,S,58,NORMAL,1,1,
5,S,55,RENTA_MASIVA,1,1,46.21
5,S,47,EMPRESAS,1,1,3.08
8,C,63,PREMIUM,3,2,
10,S,77,RENTA_MASIVA,1,1,4.68
10,C,46,EMPRESAS,1,1,10
1,S,45,RENTA_MASIVA,1,1,5.55
10,C,65,PREMIUM,1,4,8.35
8,S,63,PREMIUM,1,1,1.75
8,S,57,PREMIUM,2,2,5.58
9,S,39,RENTA_MASIVA,1,1,6.41
7,S,47,PREMIUM,2,1,6.1
8,S,38,RENTA_MASIVA,1,1,29.35
7,C,68,PREMIUM,5,3,4.3
10,S,37,RENTA_MASIVA,1,1,19.63
10,C,57,PREMIUM,2,1,
9,S,67,PREMIUM,3,4,10.23
8,S,48,PREMIUM,2,1,1.08
1,S,39,EMPRESAS,1,1,
9,C,70,PREMIUM,1,3,7.65
6,V,79,NORMAL,1,1,4.85
10,D,52,PREMIUM,1,1,3.18
10,C,75,PREMIUM,5,2,12.86
1,S,56,RENTA_MASIVA,1,1,
10,S,46,PREMIUM,4,1,18.38
10,S,63,PREMIUM,1,2,1.25
10,C,76,PREMIUM,3,1,0.3
9,C,45,NORMAL,1,1,14.21
10,S,58,PREMIUM,2,3,2.9
8,C,64,PREMIUM,1,1,3.56
10,S,34,RENTA_MASIVA,1,1,29.11
8,C,64,PREMIUM,1,3,2.8
9,C,63,PREMIUM,1,1,19.2
8,C,39,PREMIUM,1,1,
6,C,62,PREMIUM,5,5,
1,S,52,PREMIUM,5,1,4.36
9,S,33,RENTA_MASIVA,2,1,
10,C,64,PREMIUM,3,3,6.31
4,C,49,PREMIUM,1,1,8.73
